LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,2ndFlrSF,LowQualFinSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold
80.0,9600,164.0,674,132,350,0,0,0,0,189,0,0,0,0,2010,153000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,Basment,RFn,TA,TA,Y,WD,Normal,80,6,6,1,0,1,0,3,1,7,2,1,3
70.0,11606,192.0,650,0,390,1040,0,335,0,0,0,0,0,0,2007,135000,RL,Pave,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,Fa,Typ,Attchd,Unf,TA,TA,Y,WD,Family,60,5,5,0,1,1,2,5,1,9,2,2,9
82.0,9020,259.0,624,336,288,0,0,176,0,0,0,0,0,0,2008,168500,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,80,6,5,1,0,1,1,3,1,6,0,2,6
50.0,9000,0.0,0,0,636,661,0,0,0,293,0,0,0,0,2006,124000,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,Ex,Typ,Detchd,Unf,Fa,Po,N,WD,Abnorml,70,5,6,0,0,1,0,3,1,8,0,1,6
34.0,4590,108.0,24,0,1530,0,0,156,73,0,0,0,0,0,2007,209500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,120,8,5,0,0,2,0,2,1,6,1,2,8
85.0,11900,209.0,822,0,564,0,0,192,0,0,0,0,0,0,2009,82500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Family,20,7,5,0,0,2,0,3,1,6,1,2,4
80.0,9250,0.0,480,468,108,0,0,390,0,0,0,0,0,0,2007,139400,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,20,5,7,0,1,1,0,3,1,6,0,1,7
64.0,6979,0.0,1056,0,0,0,0,264,56,0,0,0,0,600,2010,144000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,90,6,5,2,0,0,0,0,2,4,0,2,6
60.0,10896,0.0,256,0,1184,1440,515,0,110,0,0,0,0,0,2007,200000,RH,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,Hip,CompShg,VinylSd,VinylSd,None,Fa,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,Ex,Y,FuseA,Fa,Typ,,,,,N,WD,Abnorml,190,6,7,0,0,2,0,8,2,14,0,0,3
51.0,6120,0.0,0,0,264,0,0,0,0,0,0,0,0,0,2009,60000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,Unf,Grav,Fa,N,FuseA,Fa,Maj1,,,,,N,ConLw,Normal,30,2,3,0,0,1,0,1,1,4,1,0,1
50.0,6000,0.0,0,0,811,576,0,0,0,0,0,0,0,0,2009,93000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Gd,Typ,BuiltIn,Unf,TA,TA,Y,WD,Normal,190,5,4,0,0,2,0,3,2,7,0,1,11
67.0,8777,0.0,0,0,796,0,0,328,0,164,0,0,0,0,2008,85000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,,,,,P,WD,Normal,30,5,7,0,0,1,0,2,1,4,0,0,5
53.0,3982,0.0,1154,0,366,0,0,312,0,0,0,0,0,0,2006,264561,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,120,8,5,1,0,2,0,1,1,7,1,3,10
62.0,12677,472.0,1218,0,300,0,0,185,140,0,0,0,0,0,2008,274000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,120,8,5,0,0,1,1,1,1,6,1,2,4
,7050,0.0,738,0,319,872,0,0,235,0,0,0,0,0,2007,226000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,7,5,1,0,2,1,3,1,7,1,2,5
75.0,13860,0.0,1410,0,542,704,0,269,111,0,0,0,0,0,2009,345000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,80,8,7,1,0,2,1,4,1,9,3,2,7
80.0,10793,263.0,493,287,0,840,0,208,0,0,0,0,0,0,2007,152000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Mansard,CompShg,WdShing,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Ex,Y,SBrkr,TA,Min1,Attchd,Fin,TA,TA,Y,WD,Normal,60,5,5,0,0,2,1,4,1,7,0,2,4
85.0,9187,162.0,1121,0,645,0,0,195,130,0,0,0,0,0,2009,370878,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,20,9,5,1,0,2,1,2,1,7,1,3,10
,10530,0.0,282,35,664,0,0,0,312,40,0,0,0,0,2007,143250,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,20,6,5,1,0,1,1,3,1,5,0,2,3
60.0,7200,0.0,0,0,0,0,0,0,27,0,0,0,0,0,2008,98300,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,,,,,,GasA,Gd,Y,SBrkr,TA,Min1,Detchd,Unf,TA,TA,Y,WD,Normal,20,5,5,0,0,1,0,3,1,7,0,2,7
85.0,10452,216.0,500,0,594,0,0,0,0,0,0,287,0,0,2008,155000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,20,6,5,0,0,1,0,3,1,5,2,2,6
70.0,7700,351.0,0,0,756,788,0,0,124,216,0,0,0,0,2010,155000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,60,6,5,0,0,1,1,4,1,7,1,2,6
21.0,1936,0.0,131,499,0,0,0,0,0,0,0,0,0,0,2007,84500,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,BLQ,GLQ,GasA,Gd,Y,SBrkr,TA,Typ,,,,,Y,WD,Normal,180,4,6,1,0,1,0,1,1,3,0,0,12
65.0,8125,,0,0,813,843,0,0,0,0,0,0,0,0,2008,205950,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,7,6,0,0,2,1,3,1,7,0,2,5
60.0,9084,0.0,0,0,755,755,0,120,0,0,0,0,0,0,2009,108000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,Po,P,WD,Normal,70,4,5,1,0,1,0,4,1,7,1,1,10
70.0,8750,0.0,0,0,880,807,0,0,120,0,0,0,0,0,2009,191000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,7,5,0,0,2,1,2,1,7,1,2,7
60.0,10320,0.0,0,0,756,713,0,57,0,239,0,0,0,0,2008,135000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,50,6,7,0,0,1,0,3,1,7,0,1,6
91.0,10437,660.0,1696,0,413,0,0,236,46,0,0,0,0,0,2008,350000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,20,8,6,1,0,2,1,2,1,7,1,3,8
21.0,1680,381.0,0,0,525,567,0,0,0,0,0,0,0,0,2010,88000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Family,160,6,5,0,0,1,1,3,1,6,0,1,3
72.0,10007,54.0,806,0,247,0,0,0,0,0,0,0,0,0,2008,145500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,20,5,7,1,0,1,1,3,1,5,0,1,8
60.0,7200,0.0,0,0,776,651,0,0,0,112,0,0,0,0,2008,149000,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Wd Shng,None,TA,Fa,BrkTil,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,P,WD,Normal,70,7,6,0,0,1,1,3,1,6,1,1,2
78.0,17503,0.0,0,0,912,546,0,192,0,0,0,0,0,0,2010,97500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Abnorml,50,6,5,0,1,1,0,3,1,6,1,1,1
75.0,9937,0.0,637,0,849,0,0,0,0,0,0,0,0,0,2009,167000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Fin,TA,TA,Y,WD,Normal,20,5,7,1,0,1,0,3,1,7,0,2,3
,12384,233.0,0,0,793,793,0,0,113,252,0,0,0,0,2007,197900,RL,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,7,7,0,0,2,1,3,1,7,1,2,11
52.0,46589,528.0,1361,180,88,762,0,517,76,0,0,0,0,0,2009,402000,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,8,7,1,0,2,1,4,1,8,1,3,7
120.0,13560,216.0,0,0,1392,0,0,0,0,240,0,0,0,0,2009,110000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Fa,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Maj2,Attchd,RFn,TA,TA,Y,WD,Normal,20,6,3,1,0,1,0,2,1,5,2,2,7
90.0,10012,0.0,920,180,38,0,0,0,0,180,0,0,0,0,2008,137500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,RFn,TA,TA,Y,WD,Normal,85,4,5,1,0,2,0,3,1,6,0,2,4
49.0,20896,0.0,1721,0,356,0,0,192,267,0,0,0,0,0,2006,423000,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,20,8,5,1,0,1,1,1,1,8,1,3,1
106.0,11194,40.0,0,0,1406,482,0,188,124,0,0,0,0,0,2006,230500,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,60,8,5,0,0,2,1,3,1,7,1,2,11
,18450,113.0,187,723,111,915,0,0,265,0,0,0,0,0,2007,129000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,TA,Gd,CBlock,Gd,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Sev,CarPort,Unf,TA,TA,Y,WD,Abnorml,60,6,5,0,0,2,1,3,1,7,1,2,8
65.0,8125,258.0,1138,0,270,0,0,224,42,0,0,0,0,0,2008,193500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,20,6,5,1,0,2,0,3,1,7,1,2,10
,14175,0.0,988,0,200,0,0,304,0,0,0,0,0,0,2006,168000,RL,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Detchd,Unf,TA,TA,Y,WD,Normal,20,5,6,1,0,1,1,3,1,6,1,2,11
80.0,11600,0.0,0,0,700,0,0,0,0,67,0,0,0,0,2006,137500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Typ,Detchd,Unf,TA,Fa,Y,WD,Normal,30,4,5,0,0,1,0,2,1,5,1,1,7
64.0,8633,0.0,193,0,545,738,0,100,35,0,0,0,0,0,2009,173500,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,6,5,1,0,2,1,3,1,7,0,2,2
54.0,6629,0.0,551,0,121,672,0,147,0,0,0,0,0,0,2009,103600,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,70,6,6,1,0,2,0,3,1,6,0,1,7
,11250,0.0,767,0,441,0,0,198,42,0,0,0,0,0,2006,165000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,20,6,6,1,0,1,1,3,1,6,1,2,6
110.0,14442,106.0,1186,0,291,0,0,0,87,0,0,200,0,0,2007,257500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,20,6,7,1,0,2,0,3,1,7,2,2,6
80.0,9200,0.0,892,0,244,0,0,426,0,0,0,0,0,0,2008,140000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,20,6,6,1,0,1,0,3,1,5,1,1,7
24.0,2289,0.0,311,0,544,586,0,28,0,0,0,0,0,0,2009,148500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,160,6,6,0,0,2,1,3,1,7,1,2,4
60.0,9600,0.0,0,0,1095,679,0,0,0,90,0,0,0,0,2006,87000,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Stucco,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasW,Fa,N,SBrkr,TA,Min2,2Types,Unf,Fa,Fa,N,WD,Normal,70,4,2,1,0,2,0,4,2,8,0,3,5
52.0,9022,0.0,0,0,768,0,0,316,0,120,0,0,0,0,2009,109500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,Fa,Fa,N,WD,Normal,30,5,8,0,0,1,0,2,1,5,0,1,5
80.0,11844,464.0,0,0,2046,0,0,322,82,0,0,0,0,0,2009,372500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,20,8,5,0,0,2,1,3,1,7,1,3,7
,9945,57.0,827,0,161,0,0,0,0,0,0,0,0,0,2007,128500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,20,5,5,1,0,1,0,3,1,5,0,2,10
50.0,8012,0.0,543,119,261,0,0,80,0,0,0,0,0,0,2010,143000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,120,6,5,0,0,2,0,2,1,5,1,1,5
55.0,4500,0.0,182,0,611,672,0,0,0,56,0,0,0,0,2009,159434,RH,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Abnorml,50,5,5,0,0,1,0,3,1,6,0,1,7
,2887,0.0,1003,0,288,0,0,307,0,0,0,0,0,0,2008,173000,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,120,6,5,1,0,1,0,2,1,6,1,2,11
90.0,11248,215.0,1059,0,567,0,0,257,45,0,0,0,0,0,2007,285000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,20,9,5,1,0,2,0,3,1,7,1,3,7
58.0,16770,30.0,0,0,1195,644,0,0,81,0,0,0,0,0,2010,221000,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,60,7,5,0,0,2,1,4,1,7,0,2,6
,5062,0.0,828,182,180,900,0,219,0,0,0,0,0,0,2007,207500,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Min1,Attchd,Fin,TA,TA,Y,WD,Normal,160,7,5,1,0,2,0,3,1,6,1,2,9
84.0,10207,0.0,0,0,874,887,0,144,105,0,0,0,0,0,2007,227875,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,60,7,6,0,0,3,0,3,1,7,0,2,8
